source,target,verb,sentence,sentiment,source_file
Japan,METI,continue,"Description
Keywords: National Security Agency, NSA, Top Secret, SIGINT, NOFORN,
intelligence, intercept, espionage, United States, USA, Japan, European
Union, EU, Ministry of Economy Trade and Industry, METI, International
Energy Agency, IEA, Masakazu Toyoda, carbon emissions,
environment, climate change
Restraint: TOP SECRET//COMINT//NOFORN
Title: Tokyo's Climate Change Officials to Continue Promoting Sectoral
Approach
Date: 2008
Organisation: National Security Agency (NSA)
Author: Summary Services Office
Link: https://wikileaks.org/nsa-japan
Pages: 1

Tokyo's Climate Change Officials to Continue Promoting Sectoral 
Approach (TS//SI//NF)
(TS//SI//NF) Japanese climate change officials apparently plan to 
continue promoting the sectoral approach despite criticism from the 
International Energy Agency (IEA) and some European Union officials. 
",positive,106.pdf.txt
Japan,Tokyo,continue,"Description
Keywords: National Security Agency, NSA, Top Secret, SIGINT, NOFORN,
intelligence, intercept, espionage, United States, USA, Japan, European
Union, EU, Ministry of Economy Trade and Industry, METI, International
Energy Agency, IEA, Masakazu Toyoda, carbon emissions,
environment, climate change
Restraint: TOP SECRET//COMINT//NOFORN
Title: Tokyo's Climate Change Officials to Continue Promoting Sectoral
Approach
Date: 2008
Organisation: National Security Agency (NSA)
Author: Summary Services Office
Link: https://wikileaks.org/nsa-japan
Pages: 1

Tokyo's Climate Change Officials to Continue Promoting Sectoral 
Approach (TS//SI//NF)
(TS//SI//NF) Japanese climate change officials apparently plan to 
continue promoting the sectoral approach despite criticism from the 
International Energy Agency (IEA) and some European Union officials. 
",positive,106.pdf.txt
Japan,Tokyo,continue,"Description
Keywords: National Security Agency, NSA, Top Secret, SIGINT, NOFORN,
intelligence, intercept, espionage, United States, USA, Japan, European
Union, EU, Ministry of Economy Trade and Industry, METI, International
Energy Agency, IEA, Masakazu Toyoda, carbon emissions,
environment, climate change
Restraint: TOP SECRET//COMINT//NOFORN
Title: Tokyo's Climate Change Officials to Continue Promoting Sectoral
Approach
Date: 2008
Organisation: National Security Agency (NSA)
Author: Summary Services Office
Link: https://wikileaks.org/nsa-japan
Pages: 1

Tokyo's Climate Change Officials to Continue Promoting Sectoral 
Approach (TS//SI//NF)
(TS//SI//NF) Japanese climate change officials apparently plan to 
continue promoting the sectoral approach despite criticism from the 
International Energy Agency (IEA) and some European Union officials. 
",positive,106.pdf.txt
METI,Tokyo,continue,"Description
Keywords: National Security Agency, NSA, Top Secret, SIGINT, NOFORN,
intelligence, intercept, espionage, United States, USA, Japan, European
Union, EU, Ministry of Economy Trade and Industry, METI, International
Energy Agency, IEA, Masakazu Toyoda, carbon emissions,
environment, climate change
Restraint: TOP SECRET//COMINT//NOFORN
Title: Tokyo's Climate Change Officials to Continue Promoting Sectoral
Approach
Date: 2008
Organisation: National Security Agency (NSA)
Author: Summary Services Office
Link: https://wikileaks.org/nsa-japan
Pages: 1

Tokyo's Climate Change Officials to Continue Promoting Sectoral 
Approach (TS//SI//NF)
(TS//SI//NF) Japanese climate change officials apparently plan to 
continue promoting the sectoral approach despite criticism from the 
International Energy Agency (IEA) and some European Union officials. 
",positive,106.pdf.txt
METI,Tokyo,continue,"Description
Keywords: National Security Agency, NSA, Top Secret, SIGINT, NOFORN,
intelligence, intercept, espionage, United States, USA, Japan, European
Union, EU, Ministry of Economy Trade and Industry, METI, International
Energy Agency, IEA, Masakazu Toyoda, carbon emissions,
environment, climate change
Restraint: TOP SECRET//COMINT//NOFORN
Title: Tokyo's Climate Change Officials to Continue Promoting Sectoral
Approach
Date: 2008
Organisation: National Security Agency (NSA)
Author: Summary Services Office
Link: https://wikileaks.org/nsa-japan
Pages: 1

Tokyo's Climate Change Officials to Continue Promoting Sectoral 
Approach (TS//SI//NF)
(TS//SI//NF) Japanese climate change officials apparently plan to 
continue promoting the sectoral approach despite criticism from the 
International Energy Agency (IEA) and some European Union officials. 
",positive,106.pdf.txt
Tokyo,Tokyo,continue,"Description
Keywords: National Security Agency, NSA, Top Secret, SIGINT, NOFORN,
intelligence, intercept, espionage, United States, USA, Japan, European
Union, EU, Ministry of Economy Trade and Industry, METI, International
Energy Agency, IEA, Masakazu Toyoda, carbon emissions,
environment, climate change
Restraint: TOP SECRET//COMINT//NOFORN
Title: Tokyo's Climate Change Officials to Continue Promoting Sectoral
Approach
Date: 2008
Organisation: National Security Agency (NSA)
Author: Summary Services Office
Link: https://wikileaks.org/nsa-japan
Pages: 1

Tokyo's Climate Change Officials to Continue Promoting Sectoral 
Approach (TS//SI//NF)
(TS//SI//NF) Japanese climate change officials apparently plan to 
continue promoting the sectoral approach despite criticism from the 
International Energy Agency (IEA) and some European Union officials. 
",positive,106.pdf.txt
China,India,express,"Masakazu Toyoda of the Japanese Ministry of 
Economy, Trade, and Industry expressed frustration at this criticism 
then laid out three advantages of the sectoral approach: first, the 
approach is designed to get China, India, and the U.S. on board; 
second, this approach allows developed countries to avoid expending 
unnecessary efforts to reduce carbon emissions in areas covered by 
the sectoral approach; and third, the sectoral approach will, in 
Toyoda's estimation, not result in any economic or industrial loss 
for developed or developing nations. ",negative,106.pdf.txt
China,United States,express,"Masakazu Toyoda of the Japanese Ministry of 
Economy, Trade, and Industry expressed frustration at this criticism 
then laid out three advantages of the sectoral approach: first, the 
approach is designed to get China, India, and the U.S. on board; 
second, this approach allows developed countries to avoid expending 
unnecessary efforts to reduce carbon emissions in areas covered by 
the sectoral approach; and third, the sectoral approach will, in 
Toyoda's estimation, not result in any economic or industrial loss 
for developed or developing nations. ",negative,106.pdf.txt
India,United States,express,"Masakazu Toyoda of the Japanese Ministry of 
Economy, Trade, and Industry expressed frustration at this criticism 
then laid out three advantages of the sectoral approach: first, the 
approach is designed to get China, India, and the U.S. on board; 
second, this approach allows developed countries to avoid expending 
unnecessary efforts to reduce carbon emissions in areas covered by 
the sectoral approach; and third, the sectoral approach will, in 
Toyoda's estimation, not result in any economic or industrial loss 
for developed or developing nations. ",negative,106.pdf.txt
Kosovo,Kosovo,date,"APPLICABLE TERRITORIAL LAWS AND UNITED NATIONS 
PROCEDURAL RULES 
 
Section 1 of UNMIK Regulation 1999/24 dated 12 December 1999 as amended, 
states that the law applicable in Kosovo shall be: 
a) “The regulations promulgated by the Special Representative of the 
Secretary General (SRSG) and subsidiary instruments issued pursuant to 
those regulations; and  
b) The Law in force in Kosovo on 22 March 1989.” 
 
UN Staff Regulations 1.2 (b) stipulates, “Staff members shall uphold the highest 
standards of efficiency, competence and integrity” 
 
UNMIK Finance Administrative Instruction 1999/2 on Public Procurement using 
Kosovo Consolidated Budget Funds provides that: 
",positive,10.pdf.txt
Kosovo,Pristina,unknown,"N I E S 
Mission d’Administration 
Intérimaire des Nations 
     Unies au Kosovo 
 
UNMIK  
 
 
 Investigation Task Force 
 
 
Pristina, 22 November 2004 
 
",neutral,44.pdf.txt
Kosovo,Kosovo,unknown,"Page 1 of 2 
UNITED NATIONS 
United Nations Interim 
Administration Mission 
in Kosovo 
 
UNMIK 
NATIONS UNIES 
Mission d’Administration 
Intérimaire des Nations Unies 
au Kosovo 
 
UNMIK 
 
Investigation Task Force 
 
 
 
Date: 
December 3rd, 2004 
 
 
Reference: 
ITF/kh / 04 / 03 
 
",positive,36.pdf.txt
Pristina,OIOS,address,"Any questions or comments on the above information should be addressed to Mr 
Wolfgang Nikolaus, Head, ITF (ext. 3896) in Pristina, or Mr Mark Gough, 
ID/OIOS Vienna on +43 1 26060 5406. 
 
 
",neutral,36.pdf.txt
Pristina,Vienna,address,"Any questions or comments on the above information should be addressed to Mr 
Wolfgang Nikolaus, Head, ITF (ext. 3896) in Pristina, or Mr Mark Gough, 
ID/OIOS Vienna on +43 1 26060 5406. 
 
 
",neutral,36.pdf.txt
OIOS,Vienna,address,"Any questions or comments on the above information should be addressed to Mr 
Wolfgang Nikolaus, Head, ITF (ext. 3896) in Pristina, or Mr Mark Gough, 
ID/OIOS Vienna on +43 1 26060 5406. 
 
 
",neutral,36.pdf.txt
Victoria,Seychelles,determine,"ID/OIOS determined that the conference in question was “An Eastern and 
Southern Africa Sub Regional Meeting” and was held from 15 to 18 February, 1999 at 
the Berjaja Mahe Beach Resort Hotel in Victoria, Seychelles.",positive,26.pdf.txt
Mauritius,ACGD,date,"A letter dated 8 March 2000 from Official 7 of UNDP office in Mauritius, 
confirmed that the ACGD Officer received US$49,000: US$44,000 of which was to pay 
50 per cent DSA to participants.  
 
",neutral,26.pdf.txt
Seychelles,Port Louis,state,"Official 2 
stated that the funds transferred to Seychelles by ECA were managed by herself, the 
ACGD Officer and the UNDP Officer in Port Louis, Seychelles.",neutral,26.pdf.txt
Seychelles,Seychelles,state,"Official 2 
stated that the funds transferred to Seychelles by ECA were managed by herself, the 
ACGD Officer and the UNDP Officer in Port Louis, Seychelles.",neutral,26.pdf.txt
Port Louis,Seychelles,state,"Official 2 
stated that the funds transferred to Seychelles by ECA were managed by herself, the 
ACGD Officer and the UNDP Officer in Port Louis, Seychelles.",neutral,26.pdf.txt
Brussels,Poznan,believe,"He believes that the mid-December EU Summit in Brussels will impact on the UN Conference
on Climate Change in Poznan as well as the 2009 Copenhagen Talks, stressing that without
positive signals and continued leadership from the EU, it would be difficult for the UN to make a
commitment in Poznan.",negative,114.pdf.txt
Brussels,Poznan,believe,"He believes that the mid-December EU Summit in Brussels will impact on the UN Conference
on Climate Change in Poznan as well as the 2009 Copenhagen Talks, stressing that without
positive signals and continued leadership from the EU, it would be difficult for the UN to make a
commitment in Poznan.",negative,114.pdf.txt
Poznan,Poznan,believe,"He believes that the mid-December EU Summit in Brussels will impact on the UN Conference
on Climate Change in Poznan as well as the 2009 Copenhagen Talks, stressing that without
positive signals and continued leadership from the EU, it would be difficult for the UN to make a
commitment in Poznan.",negative,114.pdf.txt
United States,United States,favor,"Both Ban and Merkel
favored holding a mini-summit in early 2009 to involve the new U.S. administration, believing
that it is important to get a clear idea of U.S. intentions.",positive,114.pdf.txt
Liberia,Liberia,receive,"The Investigations Division of the Office of Internal Oversight Services 
(ID/OIOS) received information that a Senior Official for the United Nations Mission in 
Liberia (SRSG UNMIL) was involved in business dealings with a businessman operating 
in Liberia, and had abused his authority UNMIL to the benefit of either himself or of the 
businessman.  
 
",positive,60.pdf.txt
Kosovo,Kosovo,unknown," 
1 
 
 
UNITED NATIONS 
   United Nations Interim    
   Administration Mission  
in Kosovo 
 
UNMIK 
NATIONS UNIES 
Mission d’Administration 
Intérimaire des Nations    
       Unies au Kosovo 
 
UNMIK 
Investigation Task Force 
 
 
 
Pristina, 13 December 2004 
 
 
",positive,1.pdf.txt
Kosovo,Pristina,base,"Background Information 
The Kosovo citizen, Vendor 1 and Vendor 2 Representative, is the owner and Director of the 
Pristina-based Vendor 1 and also a 51% shareholder of the Pristina-Ljubljana-based company 
Vendor 2.",neutral,1.pdf.txt
Kosovo,Pristina,base,"Background Information 
The Kosovo citizen, Vendor 1 and Vendor 2 Representative, is the owner and Director of the 
Pristina-based Vendor 1 and also a 51% shareholder of the Pristina-Ljubljana-based company 
Vendor 2.",neutral,1.pdf.txt
Kosovo,Ljubljana,base,"Background Information 
The Kosovo citizen, Vendor 1 and Vendor 2 Representative, is the owner and Director of the 
Pristina-based Vendor 1 and also a 51% shareholder of the Pristina-Ljubljana-based company 
Vendor 2.",neutral,1.pdf.txt
